Description_ID,Original_Description,Match_Rank,SKU,Product_Name,Brand,Color,Size,Confidence,Match_Reason,Text_Similarity,Attribute_Score,Extracted_Brand,Extracted_Color,Extracted_Size,Extracted_Subcategory,Extracted_Season
DESC0184,"Good afternoon, I'm checking if you carry the beige skirt from Modern in size XS? Appreciate your help.",2,SKU1000522,Modern Dress,Modern,Beige,M,48.39,Brand: Modern | Color: Beige | Size: M,25.09,83.33,Modern,Beige,M,Skirt,
DESC0184,"Good afternoon, I'm checking if you carry the beige skirt from Modern in size XS? Appreciate your help.",3,SKU1000417,Modern Skirt,Modern,Navy,XL,44.58,Brand: Modern | Type: Skirt,44.67,44.44,Modern,Beige,M,Skirt,
DESC0185,"Looking for heat-retaining gray sneakers in XS, ideally nylon.",1,SKU1000671,Comfort Sneakers,Comfort,Gray,XS,68.61,Color: Gray | Size: XS | Type: Sneakers,47.69,100.0,,Gray,XS,Sneakers,
DESC0185,"Looking for heat-retaining gray sneakers in XS, ideally nylon.",2,SKU1000771,Essential Sneakers,Essential,Gray,XS,65.81,Color: Gray | Size: XS | Type: Sneakers,43.02,100.0,,Gray,XS,Sneakers,
DESC0185,"Looking for heat-retaining gray sneakers in XS, ideally nylon.",3,SKU1000726,Urban Sneakers,Urban,Gray,XS,63.25,Color: Gray | Size: XS | Type: Sneakers,38.75,100.0,,Gray,XS,Sneakers,
DESC0186,"Searching for versatile outerwear, preferably M.",1,SKU1000604,Essential Gown,Essential,Beige,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0186,"Searching for versatile outerwear, preferably M.",2,SKU1000170,Nordic Polo,Nordic,Charcoal,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0186,"Searching for versatile outerwear, preferably M.",3,SKU1000175,Elite T-Shirt,Elite,Gray,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0187,Do you stock Premium's knit jumper in that olive tone? I need S.,1,SKU1000276,Premium Sweater,Premium,Olive,S,70.69,Brand: Premium | Color: Olive | Size: S,51.15,100.0,Premium,Olive,S,,
DESC0187,Do you stock Premium's knit jumper in that olive tone? I need S.,2,SKU1000120,Premium Jacket,Premium,Olive,L,55.2,Brand: Premium | Color: Olive,47.55,66.67,Premium,Olive,S,,
DESC0187,Do you stock Premium's knit jumper in that olive tone? I need S.,3,SKU1000242,Premium Polo,Premium,Olive,XS,53.36,Brand: Premium | Color: Olive,44.5,66.67,Premium,Olive,S,,
DESC0188,Do you stock Premium's formal dress in that ruby red? I need S.,1,SKU1000592,Premium Gown,Premium,Red,S,55.03,Brand: Premium | Color: Red | Size: S,36.17,83.33,Premium,Red,S,Dress,
DESC0188,Do you stock Premium's formal dress in that ruby red? I need S.,2,SKU1000179,Premium Blouse,Premium,Red,S,52.73,Brand: Premium | Color: Red | Size: S,32.33,83.33,Premium,Red,S,Dress,
DESC0188,Do you stock Premium's formal dress in that ruby red? I need S.,3,SKU1000507,Premium Dress,Premium,Navy,M,42.66,Brand: Premium | Type: Dress,41.48,44.44,Premium,Red,S,Dress,
DESC0189,"Do you have the Uran Blose in oolive, size XS?",1,SKU1000793,Urban Loafers,Urban,Red,XS,51.21,Size: XS,18.68,100.0,,,XS,,
DESC0189,"Do you have the Uran Blose in oolive, size XS?",2,SKU1000138,Premium Jacket,Premium,Blue,XS,50.49,Size: XS,17.48,100.0,,,XS,,
DESC0189,"Do you have the Uran Blose in oolive, size XS?",3,SKU1000242,Premium Polo,Premium,Olive,XS,50.44,Size: XS,17.4,100.0,,,XS,,
DESC0190,Do you carry Essential Jacket for Winter 2025?,1,SKU1000150,Essential Jacket,Essential,Tan,XXL,88.99,Brand: Essential | Type: Jacket,81.65,100.0,Essential,,,Jacket,Winter 2025
DESC0190,Do you carry Essential Jacket for Winter 2025?,2,SKU1000078,Essential Jacket,Essential,Brown,L,82.51,Brand: Essential | Type: Jacket,84.19,80.0,Essential,,,Jacket,Winter 2025
DESC0190,Do you carry Essential Jacket for Winter 2025?,3,SKU1000090,Essential Jacket,Essential,Black,M,75.97,Brand: Essential | Type: Jacket,73.29,80.0,Essential,,,Jacket,Winter 2025
DESC0191,"Need size XXL Dress this season, any brand works.",1,SKU1000552,Style Dress,Style,Burgundy,XXL,65.14,Size: XXL | Type: Dress,41.89,100.0,,,XXL,Dress,
DESC0191,"Need size XXL Dress this season, any brand works.",2,SKU1000591,Comfort Dress,Comfort,White,XXL,62.81,Size: XXL | Type: Dress,38.02,100.0,,,XXL,Dress,
DESC0191,"Need size XXL Dress this season, any brand works.",3,SKU1000564,Elite Dress,Elite,Brown,XXL,62.03,Size: XXL | Type: Dress,36.72,100.0,,,XXL,Dress,
DESC0192,"Looking for creeam Veyt by Pemium, size XS please.",1,SKU1000793,Urban Loafers,Urban,Red,XS,51.21,Size: XS,18.68,100.0,,,XS,,
DESC0192,"Looking for creeam Veyt by Pemium, size XS please.",2,SKU1000138,Premium Jacket,Premium,Blue,XS,50.49,Size: XS,17.48,100.0,,,XS,,
DESC0192,"Looking for creeam Veyt by Pemium, size XS please.",3,SKU1000242,Premium Polo,Premium,Olive,XS,50.44,Size: XS,17.4,100.0,,,XS,,
DESC0193,Do you stock Urban's bermuda shorts in that deep wine? I need S.,1,SKU1000458,Urban Shorts,Urban,Burgundy,S,71.29,Brand: Urban | Size: S | Type: Shorts,52.16,100.0,Urban,,S,Shorts,
DESC0193,Do you stock Urban's bermuda shorts in that deep wine? I need S.,2,SKU1000323,Urban Shorts,Urban,Blue,M,61.3,Brand: Urban | Type: Shorts,61.15,61.54,Urban,,S,Shorts,
DESC0193,Do you stock Urban's bermuda shorts in that deep wine? I need S.,3,SKU1000348,Urban Shorts,Urban,Beige,XS,56.83,Brand: Urban | Type: Shorts,53.68,61.54,Urban,,S,Shorts,
DESC0194,"Do you have the Noordic Bloume in meige, size XXL?",1,SKU1000465,Alpine Pants,Alpine,Beige,XXL,51.53,Size: XXL,19.22,100.0,,,XXL,,
DESC0194,"Do you have the Noordic Bloume in meige, size XXL?",2,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,51.17,Size: XXL,18.61,100.0,,,XXL,,
DESC0194,"Do you have the Noordic Bloume in meige, size XXL?",3,SKU1000296,Essential Polo,Essential,Red,XXL,51.15,Size: XXL,18.58,100.0,,,XXL,,
DESC0195,Do you stock Elite's silky top in that navy blue? I need S.,1,SKU1000025,Elite Coat,Elite,Blue,S,58.66,Brand: Elite | Color: Blue | Size: S,31.11,100.0,Elite,Blue,S,,
DESC0195,Do you stock Elite's silky top in that navy blue? I need S.,2,SKU1000119,Elite Vest,Elite,Blue,XL,46.09,Brand: Elite | Color: Blue,32.37,66.67,Elite,Blue,S,,
DESC0195,Do you stock Elite's silky top in that navy blue? I need S.,3,SKU1000504,Elite Dress,Elite,Blue,M,43.82,Brand: Elite | Color: Blue,28.59,66.67,Elite,Blue,S,,
DESC0196,"I want Essential's wine red slip-ons in XL, please.",1,SKU1000708,Essential Loafers,Essential,Red,XL,61.73,Brand: Essential | Color: Red | Size: XL,36.22,100.0,Essential,Red,XL,,
DESC0196,"I want Essential's wine red slip-ons in XL, please.",2,SKU1000715,Essential Boots,Essential,Red,M,53.63,Brand: Essential | Color: Red,44.93,66.67,Essential,Red,XL,,
DESC0196,"I want Essential's wine red slip-ons in XL, please.",3,SKU1000296,Essential Polo,Essential,Red,XXL,51.37,Brand: Essential | Color: Red,41.17,66.67,Essential,Red,XL,,
DESC0197,Do you stock Modern's long coat in that sage green? I need XL.,1,SKU1000019,Modern Coat,Modern,Blue,XL,56.64,Brand: Modern | Size: XL | Type: Coat,46.26,72.22,Modern,Green,XL,Coat,
DESC0197,Do you stock Modern's long coat in that sage green? I need XL.,2,SKU1000043,Modern Coat,Modern,Olive,XL,54.1,Brand: Modern | Size: XL | Type: Coat,42.02,72.22,Modern,Green,XL,Coat,
DESC0197,Do you stock Modern's long coat in that sage green? I need XL.,3,SKU1000103,Modern Coat,Modern,Burgundy,M,42.49,Brand: Modern | Type: Coat,41.19,44.44,Modern,Green,XL,Coat,
DESC0198,"Charcoal Leggings from Modern, size L",1,SKU1000334,Modern Leggings,Modern,Charcoal,L,62.39,Brand: Modern | Size: L | Type: Leggings,55.84,72.22,Modern,Gray,L,Leggings,
DESC0198,"Charcoal Leggings from Modern, size L",2,SKU1000409,Modern Leggings,Modern,Red,S,53.92,Brand: Modern | Type: Leggings,60.24,44.44,Modern,Gray,L,Leggings,
DESC0198,"Charcoal Leggings from Modern, size L",3,SKU1000015,Modern Blazer,Modern,Gray,L,50.43,Brand: Modern | Color: Gray | Size: L,28.49,83.33,Modern,Gray,L,Leggings,
DESC0199,"Searching for versatile dresses, preferably S.",1,SKU1000773,Urban Loafers,Urban,Olive,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0199,"Searching for versatile dresses, preferably S.",2,SKU1000768,Nordic Loafers,Nordic,Cream,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0199,"Searching for versatile dresses, preferably S.",3,SKU1000781,Comfort Sneakers,Comfort,Blue,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0200,"Need size XL Gown this season, any brand works.",1,SKU1000556,Premium Gown,Premium,Cream,XL,66.89,Size: XL | Type: Gown,44.81,100.0,,,XL,Gown,
DESC0200,"Need size XL Gown this season, any brand works.",2,SKU1000613,Nordic Gown,Nordic,White,XL,65.12,Size: XL | Type: Gown,41.87,100.0,,,XL,Gown,
DESC0200,"Need size XL Gown this season, any brand works.",3,SKU1000625,Alpine Gown,Alpine,Gray,XL,64.45,Size: XL | Type: Gown,40.75,100.0,,,XL,Gown,
DESC0201,"Looking for rain-ready black coat in XXL, ideally denim.",1,SKU1000085,Alpine Coat,Alpine,Black,XXL,74.42,Color: Black | Size: XXL | Type: Coat,57.37,100.0,,Black,XXL,Coat,
DESC0201,"Looking for rain-ready black coat in XXL, ideally denim.",2,SKU1000073,Premium Coat,Premium,Black,XXL,66.6,Color: Black | Size: XXL | Type: Coat,44.34,100.0,,Black,XXL,Coat,
DESC0201,"Looking for rain-ready black coat in XXL, ideally denim.",3,SKU1000013,Urban Coat,Urban,Black,XXL,62.67,Color: Black | Size: XXL | Type: Coat,37.78,100.0,,Black,XXL,Coat,
DESC0202,"Need size M Blazer this season, any brand works.",1,SKU1000153,Comfort Blazer,Comfort,Burgundy,M,76.45,Size: M | Type: Blazer,60.76,100.0,,,M,Blazer,
DESC0202,"Need size M Blazer this season, any brand works.",2,SKU1000075,Style Blazer,Style,Beige,M,72.31,Size: M | Type: Blazer,53.85,100.0,,,M,Blazer,
DESC0202,"Need size M Blazer this season, any brand works.",3,SKU1000069,Elite Blazer,Elite,Red,M,69.7,Size: M | Type: Blazer,49.5,100.0,,,M,Blazer,
DESC0203,"Hi there, I'm checking if you carry the beige sweater from Urban in size XS? Let me know what's possible.",1,SKU1000162,Urban Sweater,Urban,Beige,XS,64.39,Brand: Urban | Color: Beige | Type: Sweater,59.17,72.22,Urban,Beige,M,Sweater,
DESC0203,"Hi there, I'm checking if you carry the beige sweater from Urban in size XS? Let me know what's possible.",2,SKU1000294,Urban Sweater,Urban,Beige,XS,58.68,Brand: Urban | Color: Beige | Type: Sweater,49.65,72.22,Urban,Beige,M,Sweater,
DESC0203,"Hi there, I'm checking if you carry the beige sweater from Urban in size XS? Let me know what's possible.",3,SKU1000582,Urban Dress,Urban,Beige,M,48.31,Brand: Urban | Color: Beige | Size: M,24.96,83.33,Urban,Beige,M,Sweater,
DESC0204,"Hey team, I'm checking if you carry the cream boots from Nordic in size L? Let me know what's possible.",1,SKU1000645,Nordic Boots,Nordic,Cream,L,75.11,Brand: Nordic | Color: Cream | Size: L | Type: Boots,58.51,100.0,Nordic,Cream,L,Boots,
DESC0204,"Hey team, I'm checking if you carry the cream boots from Nordic in size L? Let me know what's possible.",2,SKU1000660,Nordic Boots,Nordic,Green,L,55.22,Brand: Nordic | Size: L | Type: Boots,43.88,72.22,Nordic,Cream,L,Boots,
DESC0204,"Hey team, I'm checking if you carry the cream boots from Nordic in size L? Let me know what's possible.",3,SKU1000359,Nordic Leggings,Nordic,Cream,S,48.16,Brand: Nordic | Color: Cream,43.24,55.56,Nordic,Cream,L,Boots,
DESC0205,Looking for charcoal outerwear for Fall 2024.,1,SKU1000662,Style Sandals,Style,Gray,M,64.34,Color: Gray,40.57,100.0,,Gray,,,Fall 2024
DESC0205,Looking for charcoal outerwear for Fall 2024.,2,SKU1000336,Nordic Jeans,Nordic,Gray,XXL,57.35,Color: Gray,28.91,100.0,,Gray,,,Fall 2024
DESC0205,Looking for charcoal outerwear for Fall 2024.,3,SKU1000584,Modern Sundress,Modern,Gray,XL,55.38,Color: Gray,25.63,100.0,,Gray,,,Fall 2024
DESC0206,Looking for the army green slip-ons from Modern in S.,1,SKU1000583,Modern Gown,Modern,Green,S,60.58,Brand: Modern | Color: Green | Size: S,34.29,100.0,Modern,Green,S,,
DESC0206,Looking for the army green slip-ons from Modern in S.,2,SKU1000568,Modern Gown,Modern,Green,S,60.37,Brand: Modern | Color: Green | Size: S,33.95,100.0,Modern,Green,S,,
DESC0206,Looking for the army green slip-ons from Modern in S.,3,SKU1000154,Modern Parka,Modern,Green,XXL,52.08,Brand: Modern | Color: Green,42.36,66.67,Modern,Green,S,,
DESC0207,"After Charcoal option in L, preferably Heels.",1,SKU1000759,Style Heels,Style,Gray,XXL,52.11,Color: Gray | Type: Heels,45.83,61.54,,Gray,L,Heels,
DESC0207,"After Charcoal option in L, preferably Heels.",2,SKU1000674,Essential Heels,Essential,Gray,M,50.68,Color: Gray | Type: Heels,43.45,61.54,,Gray,L,Heels,
DESC0207,"After Charcoal option in L, preferably Heels.",3,SKU1000774,Premium Heels,Premium,Tan,L,49.17,Size: L | Type: Heels,40.92,61.54,,Gray,L,Heels,
DESC0208,Looking for Style Gown Beige XS,1,SKU1000520,Style Gown,Style,Beige,XS,84.32,Brand: Style | Color: Beige | Size: XS | Type: Gown,73.86,100.0,Style,Beige,XS,Gown,
DESC0208,Looking for Style Gown Beige XS,2,SKU1000571,Classic Gown,Classic,Beige,XS,52.21,Color: Beige | Size: XS | Type: Gown,38.87,72.22,Style,Beige,XS,Gown,
DESC0208,Looking for Style Gown Beige XS,3,SKU1000586,Style Gown,Style,Brown,L,51.15,Brand: Style | Type: Gown,55.62,44.44,Style,Beige,XS,Gown,
DESC0209,"Looking for quick-dry green cardigan in XL, ideally denim.",1,SKU1000056,Alpine Cardigan,Alpine,Green,XL,70.46,Color: Green | Size: XL | Type: Cardigan,50.77,100.0,,Green,XL,Cardigan,
DESC0209,"Looking for quick-dry green cardigan in XL, ideally denim.",2,SKU1000092,Elite Cardigan,Elite,Red,XL,49.01,Size: XL | Type: Cardigan,40.65,61.54,,Green,XL,Cardigan,
DESC0209,"Looking for quick-dry green cardigan in XL, ideally denim.",3,SKU1000158,Style Cardigan,Style,Green,XXL,46.6,Color: Green | Type: Cardigan,36.64,61.54,,Green,XL,Cardigan,
DESC0210,Looking for Nordic Gown Cream S,1,SKU1000637,Nordic Gown,Nordic,Cream,S,85.1,Brand: Nordic | Color: Cream | Size: S | Type: Gown,75.16,100.0,Nordic,Cream,S,Gown,
DESC0210,Looking for Nordic Gown Cream S,2,SKU1000484,Nordic Gown,Nordic,Burgundy,S,70.2,Brand: Nordic | Size: S | Type: Gown,68.85,72.22,Nordic,Cream,S,Gown,
DESC0210,Looking for Nordic Gown Cream S,3,SKU1000538,Nordic Gown,Nordic,Black,M,64.45,Brand: Nordic | Type: Gown,77.79,44.44,Nordic,Cream,S,Gown,
DESC0211,Looking for the deep blue leggings from Alpine in XS.,1,SKU1000364,Alpine Leggings,Alpine,Blue,XS,76.75,Brand: Alpine | Color: Blue | Size: XS | Type: Leggings,61.25,100.0,Alpine,Blue,XS,Leggings,
DESC0211,Looking for the deep blue leggings from Alpine in XS.,2,SKU1000374,Alpine Leggings,Alpine,White,XS,61.7,Brand: Alpine | Size: XS | Type: Leggings,54.68,72.22,Alpine,Blue,XS,Leggings,
DESC0211,Looking for the deep blue leggings from Alpine in XS.,3,SKU1000546,Alpine Dress,Alpine,Blue,XS,51.12,Brand: Alpine | Color: Blue | Size: XS,29.64,83.33,Alpine,Blue,XS,Leggings,
DESC0212,Do you carry Classic Skirt for Winter 2025?,1,SKU1000402,Classic Skirt,Classic,Beige,S,92.09,Brand: Classic | Type: Skirt,86.81,100.0,Classic,,,Skirt,Winter 2025
DESC0212,Do you carry Classic Skirt for Winter 2025?,2,SKU1000372,Classic Skirt,Classic,Olive,XXL,84.02,Brand: Classic | Type: Skirt,73.37,100.0,Classic,,,Skirt,Winter 2025
DESC0212,Do you carry Classic Skirt for Winter 2025?,3,SKU1000332,Classic Skirt,Classic,Black,XL,73.62,Brand: Classic | Type: Skirt,69.36,80.0,Classic,,,Skirt,Winter 2025
DESC0213,"Need something leather in a dresses style, XXL size.",1,SKU1000155,Style Vest,Style,Cream,XXL,63.54,Brand: Style | Size: XXL,39.23,100.0,Style,,XXL,,
DESC0213,"Need something leather in a dresses style, XXL size.",2,SKU1000452,Style Skirt,Style,White,XXL,63.08,Brand: Style | Size: XXL,38.47,100.0,Style,,XXL,,
DESC0213,"Need something leather in a dresses style, XXL size.",3,SKU1000231,Style Turtleneck,Style,White,XXL,60.58,Brand: Style | Size: XXL,34.3,100.0,Style,,XXL,,
DESC0214,"Searching for the Modern vest finished in soft ivory, XL size.",1,SKU1000053,Modern Vest,Modern,Navy,XL,79.6,Brand: Modern | Size: XL | Type: Vest,66.0,100.0,Modern,,XL,Vest,
DESC0214,"Searching for the Modern vest finished in soft ivory, XL size.",2,SKU1000101,Modern Vest,Modern,Cream,XL,74.19,Brand: Modern | Size: XL | Type: Vest,56.99,100.0,Modern,,XL,Vest,
DESC0214,"Searching for the Modern vest finished in soft ivory, XL size.",3,SKU1000143,Style Vest,Style,Burgundy,XL,52.74,Size: XL | Type: Vest,46.88,61.54,Modern,,XL,Vest,
DESC0215,"Searching for the Nordic loafers finished in chocolate, M size.",1,SKU1000658,Nordic Loafers,Nordic,Brown,M,92.22,Brand: Nordic | Size: M | Type: Loafers,87.04,100.0,Nordic,,M,Loafers,
DESC0215,"Searching for the Nordic loafers finished in chocolate, M size.",2,SKU1000688,Nordic Loafers,Nordic,Blue,XL,72.3,Brand: Nordic | Type: Loafers,79.47,61.54,Nordic,,M,Loafers,
DESC0215,"Searching for the Nordic loafers finished in chocolate, M size.",3,SKU1000648,Nordic Loafers,Nordic,Navy,XXL,71.54,Brand: Nordic | Type: Loafers,78.2,61.54,Nordic,,M,Loafers,
DESC0216,Need Alpine Gown Green size XL,1,SKU1000508,Alpine Gown,Alpine,Green,XL,82.75,Brand: Alpine | Color: Green | Size: XL | Type: Gown,71.24,100.0,Alpine,Green,XL,Gown,
DESC0216,Need Alpine Gown Green size XL,2,SKU1000625,Alpine Gown,Alpine,Gray,XL,68.38,Brand: Alpine | Size: XL | Type: Gown,65.82,72.22,Alpine,Green,XL,Gown,
DESC0216,Need Alpine Gown Green size XL,3,SKU1000493,Alpine Gown,Alpine,Cream,L,54.61,Brand: Alpine | Type: Gown,61.39,44.44,Alpine,Green,XL,Gown,
DESC0217,Looking for Premium Pants Navy XS,1,SKU1000138,Premium Jacket,Premium,Blue,XS,61.06,Brand: Premium | Color: Blue | Size: XS,46.21,83.33,Premium,Blue,XS,Pants,
DESC0217,Looking for Premium Pants Navy XS,2,SKU1000375,Premium Pants,Premium,Navy,XS,55.97,Brand: Premium | Size: XS | Type: Pants,45.13,72.22,Premium,Blue,XS,Pants,
DESC0217,Looking for Premium Pants Navy XS,3,SKU1000415,Premium Pants,Premium,Tan,XXL,39.32,Brand: Premium | Type: Pants,35.9,44.44,Premium,Blue,XS,Pants,
DESC0218,"After Navy option in M, preferably T-Shirt.",1,SKU1000274,Urban Shirt,Urban,Blue,M,59.12,Color: Blue | Size: M | Type: Shirt,31.87,100.0,,Blue,M,Shirt,
DESC0218,"After Navy option in M, preferably T-Shirt.",2,SKU1000166,Urban Shirt,Urban,Blue,S,44.73,Color: Blue | Type: Shirt,33.53,61.54,,Blue,M,Shirt,
DESC0218,"After Navy option in M, preferably T-Shirt.",3,SKU1000304,Modern Shirt,Modern,Blue,L,44.42,Color: Blue | Type: Shirt,33.0,61.54,,Blue,M,Shirt,
DESC0219,"After Tan option in S, preferably Shirt.",1,SKU1000262,Elite Shirt,Elite,Tan,S,63.29,Color: Tan | Size: S | Type: Shirt,38.82,100.0,,Tan,S,Shirt,
DESC0219,"After Tan option in S, preferably Shirt.",2,SKU1000160,Urban Shirt,Urban,Tan,XS,46.03,Color: Tan | Type: Shirt,35.69,61.54,,Tan,S,Shirt,
DESC0219,"After Tan option in S, preferably Shirt.",3,SKU1000196,Style Shirt,Style,Tan,XS,45.74,Color: Tan | Type: Shirt,35.2,61.54,,Tan,S,Shirt,
DESC0220,"Gray Sweater from Elite, size XXL",1,SKU1000270,Elite Sweater,Elite,Gray,XXL,72.0,Brand: Elite | Color: Gray | Size: XXL | Type: Sweater,53.34,100.0,Elite,Gray,XXL,Sweater,
DESC0220,"Gray Sweater from Elite, size XXL",2,SKU1000481,Elite Gown,Elite,Gray,XXL,52.7,Brand: Elite | Color: Gray | Size: XXL,32.28,83.33,Elite,Gray,XXL,Sweater,
DESC0220,"Gray Sweater from Elite, size XXL",3,SKU1000482,Elite Sundress,Elite,Gray,XXL,51.23,Brand: Elite | Color: Gray | Size: XXL,29.83,83.33,Elite,Gray,XXL,Sweater,
DESC0221,Do you stock Elite's dressy top in that sage green? I need L.,1,SKU1000431,Elite Jeans,Elite,Green,M,51.57,Brand: Elite | Color: Green,41.5,66.67,Elite,Green,L,,
DESC0221,Do you stock Elite's dressy top in that sage green? I need L.,2,SKU1000272,Elite Polo,Elite,Green,S,49.31,Brand: Elite | Color: Green,37.74,66.67,Elite,Green,L,,
DESC0221,Do you stock Elite's dressy top in that sage green? I need L.,3,SKU1000437,Elite Skirt,Elite,Green,XL,47.51,Brand: Elite | Color: Green,34.75,66.67,Elite,Green,L,,
DESC0222,Do you have any dresses options suitable for Winter 2024?,1,SKU1000649,Comfort Heels,Comfort,Navy,S,58.8,Text similarity match,31.33,100.0,,,,,Winter 2024
DESC0222,Do you have any dresses options suitable for Winter 2024?,2,SKU1000447,Comfort Skirt,Comfort,Navy,S,58.49,Text similarity match,30.82,100.0,,,,,Winter 2024
DESC0222,Do you have any dresses options suitable for Winter 2024?,3,SKU1000465,Alpine Pants,Alpine,Beige,XXL,57.53,Text similarity match,29.22,100.0,,,,,Winter 2024
DESC0223,"Blue Sweater from Modern, size M",1,SKU1000252,Modern Sweater,Modern,Blue,M,75.42,Brand: Modern | Color: Blue | Size: M | Type: Sweater,59.03,100.0,Modern,Blue,M,Sweater,
DESC0223,"Blue Sweater from Modern, size M",2,SKU1000300,Modern Sweater,Modern,Blue,XL,63.0,Brand: Modern | Color: Blue | Type: Sweater,56.85,72.22,Modern,Blue,M,Sweater,
DESC0223,"Blue Sweater from Modern, size M",3,SKU1000288,Modern Sweater,Modern,Brown,S,45.19,Brand: Modern | Type: Sweater,45.69,44.44,Modern,Blue,M,Sweater,
DESC0224,"Need charcoal boots that are quick-drying and waterproof for Winter 2024, size XL.",1,SKU1000730,Alpine Boots,Alpine,Gray,XL,52.27,Color: Gray | Size: XL | Type: Boots,29.34,86.67,,Gray,XL,Boots,Winter 2024
DESC0224,"Need charcoal boots that are quick-drying and waterproof for Winter 2024, size XL.",2,SKU1000745,Classic Boots,Classic,Gray,M,48.96,Color: Gray | Type: Boots,37.16,66.67,,Gray,XL,Boots,Winter 2024
DESC0224,"Need charcoal boots that are quick-drying and waterproof for Winter 2024, size XL.",3,SKU1000680,Classic Boots,Classic,Charcoal,XL,46.9,Size: XL | Type: Boots,33.73,66.67,,Gray,XL,Boots,Winter 2024
DESC0225,Need Classic Vest Tan size L,1,SKU1000041,Classic Vest,Classic,Tan,L,91.11,Brand: Classic | Color: Tan | Size: L | Type: Vest,85.18,100.0,Classic,Tan,L,Vest,
DESC0225,Need Classic Vest Tan size L,2,SKU1000137,Classic Vest,Classic,Cream,S,61.12,Brand: Classic | Type: Vest,72.24,44.44,Classic,Tan,L,Vest,
DESC0225,Need Classic Vest Tan size L,3,SKU1000107,Classic Vest,Classic,Olive,XL,60.64,Brand: Classic | Type: Vest,71.44,44.44,Classic,Tan,L,Vest,
DESC0226,Do you stock Classic's a-line skirt in that sage green? I need XXL.,1,SKU1000372,Classic Skirt,Classic,Olive,XXL,53.25,Brand: Classic | Size: XXL | Type: Skirt,40.59,72.22,Classic,Green,XXL,Skirt,
DESC0226,Do you stock Classic's a-line skirt in that sage green? I need XXL.,2,SKU1000442,Style Skirt,Style,Green,XXL,50.48,Color: Green | Size: XXL | Type: Skirt,35.99,72.22,Classic,Green,XXL,Skirt,
DESC0226,Do you stock Classic's a-line skirt in that sage green? I need XXL.,3,SKU1000580,Classic Gown,Classic,Green,XXL,49.8,Brand: Classic | Color: Green | Size: XXL,27.44,83.33,Classic,Green,XXL,Skirt,
DESC0227,"Good afternoon, could you help me find the gray heels from Essential in size M? Appreciate your help.",1,SKU1000674,Essential Heels,Essential,Gray,M,72.48,Brand: Essential | Color: Gray | Size: M | Type: Heels,54.13,100.0,Essential,Gray,M,Heels,
DESC0227,"Good afternoon, could you help me find the gray heels from Essential in size M? Appreciate your help.",2,SKU1000654,Essential Heels,Essential,White,M,57.44,Brand: Essential | Size: M | Type: Heels,47.58,72.22,Essential,Gray,M,Heels,
DESC0227,"Good afternoon, could you help me find the gray heels from Essential in size M? Appreciate your help.",3,SKU1000709,Essential Heels,Essential,Red,M,56.38,Brand: Essential | Size: M | Type: Heels,45.82,72.22,Essential,Gray,M,Heels,
DESC0228,"Want jacket with UV-protective performance, red in XXL for Fall 2024.",1,SKU1000054,Urban Jacket,Urban,Red,XXL,71.72,Color: Red | Size: XXL | Type: Jacket,52.87,100.0,,Red,XXL,Jacket,Fall 2024
DESC0228,"Want jacket with UV-protective performance, red in XXL for Fall 2024.",2,SKU1000149,Essential Vest,Essential,Red,XXL,57.86,Color: Red | Size: XXL,43.1,80.0,,Red,XXL,Jacket,Fall 2024
DESC0228,"Want jacket with UV-protective performance, red in XXL for Fall 2024.",3,SKU1000296,Essential Polo,Essential,Red,XXL,49.41,Color: Red | Size: XXL,37.9,66.67,,Red,XXL,Jacket,Fall 2024
DESC0229,"Looking for nevy Poolo by Aodern, size S please.",1,SKU1000773,Urban Loafers,Urban,Olive,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0229,"Looking for nevy Poolo by Aodern, size S please.",2,SKU1000768,Nordic Loafers,Nordic,Cream,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0229,"Looking for nevy Poolo by Aodern, size S please.",3,SKU1000781,Comfort Sneakers,Comfort,Blue,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0230,"Good afternoon, I'm checking if you carry the navy sandals from Classic in size S? Thanks so much!",1,SKU1000647,Classic Sandals,Classic,Navy,S,55.4,Brand: Classic | Type: Sandals,62.71,44.44,Classic,Blue,M,Sandals,
DESC0230,"Good afternoon, I'm checking if you carry the navy sandals from Classic in size S? Thanks so much!",2,SKU1000689,Classic Heels,Classic,Blue,M,51.35,Brand: Classic | Color: Blue | Size: M,30.02,83.33,Classic,Blue,M,Sandals,
DESC0230,"Good afternoon, I'm checking if you carry the navy sandals from Classic in size S? Thanks so much!",3,SKU1000732,Classic Sandals,Classic,Beige,XL,44.47,Brand: Classic | Type: Sandals,44.49,44.44,Classic,Blue,M,Sandals,
DESC0231,"Looking for bevge Snakers by Classzc, size S please.",1,SKU1000773,Urban Loafers,Urban,Olive,S,40.0,Size: S,0.0,100.0,,,S,,
